"SUR_DOX","BOT_PSAL","AVG_TEMP","bathymetry","AVG_PSAL","BOT_CPHL","SUR_TEMP","SUR_CPHL","AVG_CPHL","BOT_TEMP","SUR_PSAL"
228.3374939,38.81981659,14.95049095,-17.55290604,38.83156586,0.005135869,16.54092789,0.043777157,0.039153446,14.15468597,38.78067398
228.3038635,38.81979752,14.9499445,-7.189325333,38.83152771,0.0051388,16.51028252,0.043782357,0.039169081,14.15540981,38.78019714
228.2999878,38.81978607,14.95053959,-10.93839455,38.83151245,0.005135073,16.50672722,0.043799888,0.039177243,14.15547466,38.77980423
228.2884369,38.8197937,14.94789314,-22.76691437,38.8315239,0.005142563,16.50668335,0.043797743,0.039180409,14.15531921,38.78089523
228.2935791,38.81980515,14.94659901,-23.18141174,38.83154297,0.005144635,16.51857948,0.043802269,0.039179511,14.15492153,38.78167343
228.2673035,38.81980133,14.94429493,-19.8861599,38.83153915,0.005153376,16.50085258,0.043792497,0.039186046,14.15526104,38.78226471
228.2699432,38.81978607,14.94692135,-13.32096767,38.83151245,0.005144923,16.493927,0.043805074,0.039190274,14.15555382,38.78099442
228.2433167,38.81975555,14.94874001,-5.448261738,38.83146286,0.00514242,16.45874405,0.043803886,0.039201301,14.15655899,38.77947998
228.2711334,38.81973267,14.95489311,-0.23671484,38.83142853,0.005121382,16.46405602,0.043832514,0.039202075,14.15670395,38.77697372
228.3762665,38.81984329,14.95201397,-14.38042736,38.83159637,0.005136371,16.56490898,0.043738052,0.039124612,14.15432358,38.7806778
228.3813934,38.81984329,14.95230007,-20.65950394,38.83160019,0.005133705,16.57076263,0.043746363,0.039125286,14.15415955,38.7806778
228.3926697,38.81984711,14.95255184,-26.39710426,38.83161545,0.00513065,16.58302689,0.043754674,0.039123379,14.15383148,38.78083801
228.4113617,38.81984711,14.9539032,-29.79002953,38.83162308,0.005123164,16.59930992,0.043772213,0.039122172,14.15343761,38.7806015
228.4120789,38.81984329,14.95401573,-29.65699005,38.83161926,0.005121099,16.601614,0.043782782,0.039125592,14.15334702,38.7805748
228.3922272,38.81983566,14.95272923,-28.67780876,38.83160782,0.005125294,16.58773232,0.043784365,0.039133921,14.15361214,38.78078842
228.3728027,38.81982803,14.95206356,-26.48150635,38.83159256,0.00512745,16.57208443,0.043789964,0.039143778,14.15394688,38.78069305
228.3485718,38.81981659,14.9511261,-22.08588982,38.83156967,0.005130668,16.55271339,0.043795232,0.039155442,14.15436077,38.78062057
228.3296051,38.81980896,14.94979382,-23.9602375,38.83155823,0.005134395,16.54055023,0.043800995,0.039164983,14.15456581,38.78087234
228.3251801,38.81980896,14.94874477,-26.57837677,38.83156204,0.005136199,16.54207039,0.043808207,0.039169125,14.15443707,38.78130722
228.3287506,38.81981277,14.94829082,-25.01123428,38.83156586,0.005135715,16.54932213,0.043817304,0.039170824,14.15419292,38.78162003
228.3096771,38.81980896,14.94715691,-22.11942101,38.83155823,0.005139999,16.53492165,0.043815367,0.039177604,14.15449333,38.78177261
228.3044128,38.81978989,14.94921398,-16.84047127,38.83152771,0.005133941,16.52201843,0.043824859,0.039183822,14.15491295,38.78061295
228.2741699,38.81975937,14.95071697,-5.40113163,38.83147812,0.005132641,16.48439407,0.043822531,0.039195843,14.15596581,38.7791748
228.2943115,38.81973267,14.95626831,0.337649584,38.83143997,0.005114145,16.48401451,0.04384746,0.039198268,14.15622997,38.77680206
228.3908844,38.81985855,14.95184326,-12.89414501,38.83161545,0.005138995,16.57655907,0.043720592,0.039112706,14.15408611,38.78103638
228.3958588,38.81985474,14.95230865,-20.21693802,38.83161926,0.005135987,16.5813446,0.043728326,0.039113287,14.15396309,38.78094482
228.4068756,38.81985474,14.95325184,-28.81686783,38.83162308,0.005130214,16.5914917,0.043742511,0.039113682,14.1537075,38.78076553
228.4139557,38.81985092,14.95391655,-32.61964035,38.83162689,0.005125406,16.59892082,0.04375663,0.039115585,14.15350437,38.78063583
228.4177399,38.81984711,14.95431995,-33.83491898,38.83162689,0.005121718,16.60387993,0.043770064,0.039118644,14.15335178,38.78055573
228.4144745,38.81984329,14.95420265,-33.1621666,38.83162308,0.005120358,16.60336113,0.043780975,0.039123699,14.1533165,38.78056335
228.4040985,38.81983948,14.95355797,-31.706707,38.83161545,0.005121407,16.59727859,0.043788776,0.039130546,14.15340233,38.78066635
228.3865814,38.81983185,14.95239067,-30.65972328,38.83160782,0.005124789,16.58564186,0.043793421,0.039139125,14.15360832,38.78086853
228.3671265,38.81982803,14.95105839,-30.23953438,38.83159256,0.005128772,16.57271004,0.043797899,0.039148428,14.15383816,38.78110504
228.356781,38.81982422,14.95031738,-29.80926704,38.83158493,0.005130053,16.56707001,0.043806743,0.03915574,14.15390396,38.78124619
228.3567352,38.8198204,14.95027256,-28.243927,38.83158493,0.005128272,16.56949043,0.043820027,0.03916062,14.15379333,38.78126526
228.3591461,38.81981659,14.95043373,-26.2906971,38.83158112,0.005125877,16.57337952,0.043832783,0.039164338,14.15365982,38.78123474
228.3355255,38.81980896,14.9489975,-23.68685913,38.83156967,0.005131376,16.55556297,0.043829955,0.039172612,14.1540308,38.78143692
228.316803,38.8197937,14.94936466,-19.42855644,38.83154297,0.00513151,16.53532219,0.043831524,0.039180994,14.15456009,38.7808342
228.2967377,38.81977081,14.95105457,-9.333410263,38.83150101,0.005128359,16.50794792,0.043834276,0.039190765,14.15534687,38.77952576
228.3044281,38.81975174,14.95460129,0.439190179,38.83147049,0.00511695,16.5024128,0.043849822,0.039194308,14.15565109,38.77789307
228.3761444,38.81985092,14.95140266,-17.98712349,38.83160019,0.005142955,16.56138611,0.043711487,0.039115757,14.15448093,38.7808876
228.3931885,38.81985855,14.9519453,-28.41458511,38.83161926,0.005138783,16.57820511,0.043717992,0.03911069,14.15405846,38.78105164
228.4157562,38.81985855,14.95373726,-36.39247894,38.83163071,0.005129063,16.59752274,0.04373759,0.039108306,14.15360165,38.78072357
228.4178772,38.81985474,14.95412827,-38.40391922,38.83163452,0.005125126,16.60133743,0.043751195,0.039111827,14.1534729,38.78063965
228.4179535,38.81985092,14.95433521,-38.90085602,38.83163071,0.005121995,16.60365677,0.043764871,0.039116338,14.15337276,38.78058624
228.4158478,38.81984329,14.95433617,-36.38386536,38.83163071,0.005119841,16.60429955,0.04377811,0.039121728,14.15330601,38.78056717
228.4112091,38.81983948,14.95409966,-34.71409988,38.83162308,0.005118825,16.60297012,0.043790314,0.039127905,14.15328121,38.78059387
228.4042511,38.81983566,14.95364952,-33.38083267,38.83161545,0.005118813,16.59986877,0.043801349,0.03913467,14.15329266,38.78066635
228.3959808,38.81983185,14.95307541,-32.42897415,38.83161163,0.005119362,16.59579277,0.043811701,0.039141748,14.15332508,38.78076553
228.3881073,38.81982803,14.95252228,-30.9676075,38.831604,0.005119848,16.59200096,0.043822013,0.03914867,14.15335083,38.7808609
228.3816223,38.8198204,14.95208168,-29.95162582,38.83159637,0.00511994,16.58913422,0.043832425,0.039155081,14.15336037,38.78093338
228.3763123,38.81981659,14.95174885,-28.49507141,38.83158875,0.005119768,16.58686829,0.043842208,0.039160803,14.15336323,38.78097916
228.3603363,38.81981277,14.95077801,-26.59958649,38.8315773,0.005122921,16.57548904,0.043844603,0.039168015,14.15358257,38.78110886
228.3400269,38.81980133,14.95025349,-22.47016525,38.83155823,0.005125619,16.55732155,0.043844484,0.039176211,14.15400982,38.78092194
228.3202209,38.81978607,14.95070171,-14.65259838,38.83153152,0.005125777,16.53543472,0.043845199,0.039184775,14.1545887,38.78025055
228.3124237,38.81977463,14.95164871,-1.657769561,38.83151245,0.005123524,16.52387428,0.043848481,0.039189462,14.15492821,38.77959442
228.3176575,38.81982803,14.94938183,-9.879306793,38.83154678,0.005156328,16.50606728,0.04369181,0.039133314,14.15583992,38.78047943
228.3569183,38.81984711,14.95050716,-25.68307877,38.83158875,0.005148805,16.5431881,0.04369862,0.039119102,14.15493584,38.78087234
228.3777618,38.81985855,14.95073795,-39.11917877,38.83161545,0.005145206,16.56516647,0.043702185,0.039111041,14.15437031,38.78130722
228.4123535,38.81985855,14.95341587,-43.04124069,38.83163452,0.005131319,16.59406853,0.043727748,0.039105881,14.15370274,38.78082657
228.4155579,38.81985474,14.95393658,-41.09568405,38.83163834,0.005126528,16.59896851,0.043743066,0.039109446,14.15354633,38.78071594
228.4168854,38.81985092,14.95427895,-41.22303009,38.83163834,0.005122522,16.60249901,0.043758851,0.039114125,14.15341473,38.78063583
228.4164581,38.81984711,14.95443821,-39.9174881,38.83163452,0.005119425,16.60465622,0.043774523,0.039119691,14.15330982,38.78058243
228.414032,38.81983948,14.95438957,-37.80926132,38.83163071,0.005117379,16.60521126,0.043789342,0.039125934,14.15323925,38.78056717
228.4096832,38.81983566,14.95414925,-35.52750778,38.83162308,0.005116313,16.60423088,0.043802947,0.039132625,14.1532011,38.78059006
228.404068,38.81983185,14.95378113,-33.83405304,38.83161545,0.005115898,16.60224342,0.04381549,0.039139498,14.15318584,38.78063965
228.3983002,38.81982803,14.95338726,-32.56649399,38.83160782,0.005115682,16.60005379,0.043827418,0.039146237,14.15317631,38.78069687
228.3930817,38.81982422,14.95303822,-31.5989399,38.831604,0.005115386,16.5981369,0.043838907,0.039152611,14.15316391,38.78074265
228.3882751,38.81981659,14.9527359,-29.87746811,38.83159637,0.005115062,16.59629059,0.043849524,0.039158504,14.15315533,38.78077698
228.3796082,38.81981277,14.95221138,-29.56073189,38.83158875,0.005116033,16.59098625,0.043856617,0.039164606,14.15323353,38.78084183
228.35849,38.81980896,14.95091534,-25.61118698,38.83157349,0.00512092,16.57516098,0.04385522,0.0391725,14.15355968,38.78102112
228.3355713,38.81979752,14.95021343,-18.18001366,38.83155441,0.005124583,16.55472565,0.043852732,0.039180867,14.15404224,38.7808609
228.3258972,38.81978607,14.95084095,-5.316212177,38.83153534,0.005123176,16.54278374,0.043856446,0.039186399,14.15436935,38.78032684
228.3005676,38.81982803,14.9485302,3.124543905,38.8315239,0.005164114,16.48711014,0.043672711,0.039134551,14.15635109,38.78038788
228.3057404,38.81983948,14.94736004,-20.59703064,38.8315506,0.005166692,16.49756432,0.043665338,0.03912862,14.15603065,38.78117752
228.3476715,38.81985092,14.94950008,-34.76293564,38.83158875,0.005154673,16.53504372,0.043682083,0.039116897,14.15514183,38.781147
228.3750153,38.81986237,14.95043182,-46.84090805,38.83161926,0.005147625,16.56200981,0.043691549,0.039108165,14.15446854,38.7814064
228.4084015,38.81986237,14.95308304,-47.52508926,38.83163834,0.005133506,16.59027481,0.043717828,0.039103542,14.15380955,38.78093338
228.4124603,38.81985855,14.95371437,-43.59123611,38.83164215,0.005127955,16.59607315,0.043734748,0.039107207,14.15363026,38.78080368
228.4151764,38.81985092,14.9542017,-41.41754913,38.83164215,0.005123052,16.60090446,0.043752614,0.039111998,14.15346622,38.78068924
228.4166107,38.81984711,14.95453072,-40.84621811,38.83163834,0.005118979,16.60468102,0.043770667,0.039117649,14.15332127,38.78059769
228.4163666,38.81984329,14.95466995,-39.46099854,38.83163452,0.00511593,16.60708427,0.043787979,0.039123923,14.15320587,38.78054047
228.4143829,38.81983566,14.95462036,-37.70029068,38.83163071,0.005113904,16.6080246,0.043803953,0.039130572,14.1531229,38.78051758
228.4110413,38.81983185,14.95442867,-35.69559479,38.83162308,0.00511266,16.60782051,0.043818548,0.039137349,14.15306664,38.78052521
228.4070587,38.81982803,14.95416832,-34.26211929,38.83161545,0.005111849,16.6070118,0.043832049,0.039144024,14.15302563,38.7805481
228.4029694,38.81982422,14.95389652,-33.16267395,38.83160782,0.005111222,16.60595703,0.043844644,0.039150439,14.1529932,38.7805748
228.3986664,38.81981659,14.95362091,-31.71880913,38.83160019,0.005110776,16.60453033,0.043856114,0.039156511,14.15297413,38.78059769
228.3935089,38.81981277,14.95329857,-30.83696175,38.83159256,0.005110738,16.60215569,0.043865778,0.039162256,14.15298271,38.7806282
228.3835144,38.81980896,14.95267868,-27.35452461,38.83158493,0.005112325,16.59557343,0.043871164,0.039168306,14.15309334,38.7807045
228.3479767,38.81980133,14.95049572,-20.05044937,38.83156586,0.005121584,16.56774521,0.04386124,0.039178763,14.15369797,38.78101349
228.3366852,38.81978607,14.95146847,-8.787073135,38.83153915,0.005119226,16.55286026,0.043866757,0.039185759,14.15411472,38.78026199
228.3096924,38.819767,14.95204258,0.427804589,38.83150482,0.005119872,16.5228138,0.043865204,0.039196465,14.15491581,38.77936935
228.3400726,38.81985855,14.9486208,-17.46800232,38.83157349,0.005164562,16.52248573,0.043653943,0.039112017,14.15553379,38.78117371
228.3366852,38.81985855,14.9482584,-32.14535904,38.83158112,0.005163955,16.52284431,0.043657057,0.039113436,14.15547943,38.78138351
228.3648376,38.81986237,14.9498558,-43.9143219,38.83160782,0.005154141,16.54894638,0.043672029,0.039106328,14.15484715,38.78134537
228.3838501,38.81986618,14.95095634,-50.39463425,38.83162689,0.005146292,16.56791878,0.043685958,0.039102446,14.1543684,38.78136063
228.4046173,38.81986237,14.95279789,-51.53961563,38.83164215,0.00513532,16.58674812,0.04370854,0.03910125,14.15390968,38.78103256
228.4092712,38.81985855,14.95351791,-47.48436356,38.83164597,0.005129106,16.59324265,0.043726958,0.039105095,14.15371037,38.78088379
228.4133759,38.81985474,14.95414639,-41.98531723,38.83164597,0.005123353,16.5993309,0.043746784,0.039109975,14.15351486,38.78074265
228.4165955,38.81984711,14.95464039,-41.46674347,38.83164597,0.005118361,16.60466194,0.043767028,0.03911566,14.15333366,38.78061295
228.4183807,38.81984329,14.95495129,-40.01905441,38.83164215,0.005114409,16.60874176,0.043786537,0.039121933,14.15317822,38.78051376
228.4184418,38.81983566,14.95506668,-39.47754669,38.83163452,0.00511156,16.61134148,0.043804578,0.039128553,14.15305614,38.78045273
228.4169922,38.81983185,14.955019,-37.06081772,38.83162689,0.005109641,16.61262131,0.043820951,0.0391353,14.15296555,38.78042221
228.414505,38.81982803,14.95486641,-35.74079514,38.83162308,0.005108363,16.61295891,0.043835849,0.039141975,14.15289783,38.7804184
228.4113617,38.81982422,14.95465374,-33.8118515,38.83161545,0.005107496,16.61262131,0.043849446,0.039148472,14.1528492,38.78042603
228.4074554,38.81981659,14.95439148,-32.7064209,38.83160782,0.005107002,16.61150932,0.04386165,0.039154749,14.15282154,38.78044128
228.4022827,38.81981277,14.95405006,-31.13743401,38.83160019,0.005107025,16.60918045,0.043871962,0.039160814,14.15282536,38.7804718
228.3952484,38.81980896,14.9535923,-27.27557373,38.83159256,0.005107772,16.60512924,0.043879721,0.03916664,14.15287495,38.78052521
228.3610382,38.81980133,14.95147228,-21.35042381,38.83156967,0.005116628,16.57854271,0.043871403,0.039177213,14.15344715,38.78082657
228.3515625,38.81978226,14.95313931,-11.90295506,38.83153915,0.005111992,16.56292343,0.043880656,0.039185084,14.1539135,38.77975845
228.3238068,38.81975937,14.95420837,-6.346733093,38.83149719,0.005111286,16.53009987,0.043880839,0.039196931,14.154809,38.77859116
228.3449097,38.81972885,14.96003628,0.681070685,38.83145523,0.005091438,16.53016281,0.0439105,0.039200827,14.15506363,38.77609253
228.3495178,38.81987762,14.94717884,-8.587350845,38.83159637,0.005172452,16.53242111,0.043628737,0.039099619,14.15529537,38.78201294
228.352478,38.81987762,14.94756699,-27.15479279,38.83160019,0.005169594,16.53576088,0.043634322,0.039099839,14.15520668,38.7819519
228.3601379,38.81987381,14.94842529,-43.97848511,38.83160782,0.005163746,16.54358864,0.043645367,0.039099671,14.15500736,38.78181458
228.3770752,38.81987381,14.95000458,-54.23905945,38.83162308,0.00515413,16.55922508,0.043662697,0.039097808,14.1546278,38.78155899
228.3916168,38.81987,14.95145988,-56.52924347,38.83163834,0.005144724,16.57329941,0.043681357,0.039097343,14.15427494,38.78131485
228.4012604,38.81986618,14.95258713,-53.85002136,38.83164597,0.005136559,16.58376503,0.043700568,0.039099142,14.15399361,38.78111649
228.4064941,38.81985855,14.95339108,-48.60087204,38.83164978,0.005129746,16.59090614,0.043720361,0.039103154,14.15377712,38.78095245
228.4118958,38.81985474,14.95414925,-42.95617294,38.83165359,0.005123223,16.59815598,0.043741934,0.039108079,14.15355301,38.78078079
228.4167175,38.81984711,14.95478821,-42.17579269,38.83164978,0.00511744,16.60484695,0.043763999,0.039113767,14.15333939,38.78062057
228.4201965,38.81984329,14.95524311,-40.20301819,38.83164597,0.005112752,16.61031723,0.043785285,0.039120018,14.15315151,38.78048706
228.4219208,38.81983566,14.95548916,-39.85998154,38.83164215,0.00510927,16.61423683,0.043804936,0.039126612,14.15299892,38.78039169
228.4219666,38.81983185,14.9555521,-38.4798851,38.83163452,0.005106861,16.6166687,0.043822695,0.039133336,14.15288162,38.78033447
228.4206696,38.81982803,14.95547676,-36.28639603,38.83162689,0.005105266,16.61789513,0.043838691,0.039140042,14.15279388,38.78030777
228.4182892,38.81982422,14.95530415,-32.44804001,38.83161926,0.005104269,16.61811256,0.043853089,0.039146636,14.15273094,38.78030014
228.4146118,38.81981659,14.95503807,-31.90054893,38.83161163,0.00510382,16.61717415,0.043865871,0.039153136,14.15269756,38.7803154
228.4091492,38.81981277,14.9546566,-30.25592804,38.831604,0.005104019,16.61466789,0.043876648,0.039159574,14.15270424,38.78034973
228.401474,38.81980896,14.95413589,-26.51589775,38.83159256,0.005105002,16.61021233,0.043884881,0.039165899,14.1527586,38.78041077
228.3708649,38.81980133,14.95221138,-21.33787727,38.83157349,0.005112837,16.5867157,0.043879248,0.039176095,14.15325642,38.78068542
228.3463287,38.81978607,14.95213032,-14.04452801,38.83154678,0.005114916,16.56206322,0.043878846,0.039186165,14.15387726,38.78016663
228.320816,38.81975937,14.95344448,-16.94959641,38.83150101,0.005113286,16.53060913,0.043880593,0.039197776,14.15474892,38.77891922
228.3226776,38.8197403,14.95656586,-5.069360733,38.83146667,0.005103622,16.52072144,0.043894421,0.039203029,14.15514374,38.77737045
228.3689575,38.81987762,14.94907284,-20.69706345,38.83159256,0.005165829,16.54427528,0.043637227,0.039095689,14.15508842,38.78144073
228.3740387,38.81988144,14.94890594,-37.94073105,38.83161163,0.005164798,16.55152893,0.043636356,0.039092287,14.15488529,38.78173447
228.388855,38.81988144,14.95032501,-52.85540771,38.83162689,0.005156255,16.56510735,0.043649986,0.039089907,14.154562,38.78151321
228.3907166,38.81987762,14.95091915,-62.31480408,38.83163452,0.005150661,16.56926155,0.043661512,0.039091662,14.15443039,38.78143692
228.3937836,38.81987381,14.95163345,-63.69752884,38.83164215,0.005144227,16.57465744,0.04367619,0.03909409,14.1542635,38.78133011
228.398407,38.81986618,14.9524622,-56.78647232,38.83164978,0.005137122,16.58143997,0.043694306,0.039097328,14.15405846,38.78118134
228.4044189,38.81986237,14.95335865,-48.3354454,38.83165741,0.005129713,16.58933258,0.043715402,0.039101418,14.1538229,38.78100204
228.4110107,38.81985474,14.95423412,-45.1348381,38.83165741,0.00512253,16.59762192,0.043738417,0.039106347,14.15357399,38.78080368
228.4171448,38.81984711,14.95498943,-44.48488998,38.83165741,0.005116135,16.60539436,0.043761861,0.039111998,14.15333462,38.78061295
228.4218903,38.81984329,14.95554829,-42.06302261,38.83165359,0.005110935,16.61187363,0.043784343,0.039118201,14.15312386,38.78045654
228.4248047,38.81983566,14.95588398,-40.62141037,38.83164978,0.005107056,16.61669922,0.043805033,0.039124753,14.15295029,38.78033829
228.4259186,38.81983185,14.95601749,-39.59759521,38.83164215,0.00510437,16.61991692,0.043823663,0.039131455,14.15281582,38.78026199
228.4255066,38.81982803,14.95599079,-35.88690948,38.83163452,0.005102626,16.62177467,0.043840397,0.039138183,14.15271378,38.78022003
228.4237213,38.81982422,14.95584011,-30.04024124,38.83162308,0.005101608,16.62240601,0.043855343,0.039144855,14.1526413,38.78020096
228.4202881,38.8198204,14.95556641,-30.34548569,38.83161545,0.005101272,16.62160301,0.0438684,0.039151475,14.15260506,38.7802124
228.4107513,38.81981277,14.95490837,-29.39413071,38.831604,0.005102783,16.61578751,0.043877605,0.039159045,14.15268421,38.78028488
228.3982391,38.81980896,14.95406151,-25.9048233,38.83159256,0.005105207,16.6075325,0.043884479,0.039166864,14.15282154,38.78039551
228.374115,38.81980133,14.95250988,-22.26486778,38.8315773,0.005111134,16.58955383,0.043883432,0.039176259,14.1531868,38.78061676
228.3495789,38.81978989,14.95163822,-15.10589123,38.83155441,0.00511546,16.56807327,0.043881193,0.039185472,14.15368557,38.78049469
228.3336945,38.81977463,14.95260811,-12.33861446,38.8315239,0.005113904,16.5480175,0.043883845,0.039193351,14.15424442,38.7796402
228.3265533,38.81975937,14.95414829,-0.570700049,38.83149719,0.005109951,16.53467941,0.04388902,0.039198693,14.15465927,38.77869034
228.3298645,38.81987,14.9463253,-11.93960667,38.83156967,0.0051799,16.51147079,0.043616213,0.039104618,14.15583897,38.78182983
228.3513794,38.81987762,14.94758511,-31.12377357,38.83158875,0.005173251,16.53009796,0.043623287,0.03909786,14.15540981,38.78175735
228.3656006,38.81988144,14.94824314,-49.59378815,38.83160782,0.005168243,16.54450989,0.043627858,0.039092474,14.15505219,38.78188324
228.3859863,38.81988144,14.95011616,-60.58532333,38.83162689,0.005157438,16.5626049,0.043643881,0.03908848,14.15462971,38.78158569
228.3877563,38.81987762,14.95075703,-67.05846405,38.83163834,0.00515142,16.56686592,0.043655608,0.039090127,14.15449524,38.7815094
228.3909607,38.81987381,14.95152569,-68.43384552,38.83164978,0.005144556,16.57252121,0.04367087,0.039092563,14.15432072,38.78139496
228.3962097,38.81986618,14.95243645,-59.9753952,38.83165741,0.005136922,16.57990837,0.043689981,0.039095826,14.15410137,38.78123093
228.4031677,38.81986237,14.95343208,-52.01110458,38.83166122,0.005128938,16.58863449,0.043712281,0.039099917,14.15384579,38.78102493
228.4108124,38.81985474,14.95440483,-47.57395554,38.83166504,0.005121232,16.59778976,0.043736368,0.039104793,14.15357685,38.7808075
228.4178925,38.81984711,14.95524216,-46.04312515,38.83166504,0.005114436,16.6063118,0.04376062,0.039110359,14.15332031,38.78059769
228.4233856,38.81984329,14.95586014,-42.73914337,38.83166122,0.005108981,16.61336136,0.043783657,0.039116483,14.1530962,38.78042603
228.4269562,38.81983566,14.95623875,-41.76743317,38.83165359,0.00510497,16.61863518,0.043804735,0.039122976,14.15291405,38.78029633
228.4286957,38.81983185,14.95640278,-40.72028351,38.83164597,0.005102244,16.62225533,0.043823671,0.039129633,14.152771,38.78020859
228.4289398,38.81982803,14.95639992,-36.4032402,38.83163834,0.005100528,16.62449265,0.043840535,0.039136268,14.15266132,38.78015518
228.4277039,38.81982422,14.95625973,-30.12409592,38.83163071,0.005099601,16.62542534,0.043855611,0.039142907,14.15258408,38.78013229
228.4244843,38.8198204,14.95596981,-30.0287838,38.83161926,0.005099434,16.62473106,0.043868866,0.039149638,14.15254402,38.78013992
228.414917,38.81981277,14.95528507,-29.43884468,38.83160782,0.005101271,16.61868668,0.043876957,0.039156884,14.15263271,38.78022003
